ticket_id,customer_id,subject,description,category,priority,channel,status,created_at
253,4555,Feature not working after update,The application crashes every time I open the reports page.,Technical Support,Medium,web_portal,open,2026-01-04T19:05:31.799156+00:00
254,4974,Add another team member,I want to update the email address linked to my customer account. This is affecting my work.,Account Management,High,chat,in_progress,2026-05-05T01:40:31.799156+00:00
255,6886,Unable to access dashboard,My account is locked because I entered the wrong password several times. Please resolve this as soon as possible.,Login Problems,Medium,phone,in_progress,2026-01-18T19:52:31.799156+00:00
256,4328,Update billing contact,My old phone number is still attached to the account and I want to remove it. I have already contacted support once.,Account Management,Low,phone,in_progress,2026-02-04T07:05:31.799156+00:00
257,7841,Request refund for duplicate payment,"My refund request was approved last week, but the amount has not reached my bank account. This is affecting my work.",Refund Requests,High,phone,open,2026-05-31T09:06:31.799156+00:00
258,6530,Account locked after many attempts,The password reset email link has expired and I cannot generate a new one. I have already contacted support once.,Login Problems,Medium,phone,in_progress,2026-04-03T00:58:31.799156+00:00
259,3293,Plan changed without confirmation,My plan seems to have changed without my confirmation. This is affecting my work.,Subscription Issues,Medium,web_portal,open,2026-03-06T12:14:31.799156+00:00
260,1794,Application keeps crashing,The export feature is not working and the downloaded file is empty.,Technical Support,High,email,in_progress,2026-05-15T19:12:31.799156+00:00
261,7114,Password reset link not working,I cannot login even after entering the correct email address and password. This is affecting my work.,Login Problems,Low,email,resolved,2026-01-26T02:27:31.799156+00:00
262,7739,Trial period expired early,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,Low,email,open,2026-01-18T23:11:31.799156+00:00
263,8054,Error while uploading file,The export feature is not working and the downloaded file is empty. Please resolve this as soon as possible.,Technical Support,Low,chat,open,2025-12-07T19:00:31.799156+00:00
264,6807,Bank transaction succeeded but order failed,My credit card was charged two times for the same subscription renewal. This is affecting my work.,Payment Issues,Medium,phone,in_progress,2026-01-21T09:24:31.799156+00:00
265,5914,Invoice amount looks incorrect,"The transaction was deducted from my bank account, but the payment status still says pending. I have already contacted support once.",Payment Issues,Medium,email,resolved,2025-12-08T10:18:31.799156+00:00
266,1919,Cancel my subscription,I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,Subscription Issues,Medium,email,resolved,2026-01-14T01:46:31.799156+00:00
267,2562,Cannot login to my account,The two factor authentication code is not arriving on my phone. I have already contacted support once.,Login Problems,Medium,email,open,2026-03-11T22:42:31.799156+00:00
268,5593,Unable to access dashboard,The two factor authentication code is not arriving on my phone. Please resolve this as soon as possible.,Login Problems,Low,email,open,2026-05-15T18:39:31.799156+00:00
269,5903,Update account email address,Please help me change the company name and profile information in my account. This issue is blocking my team.,Account Management,Low,chat,resolved,2026-02-23T15:23:31.799156+00:00
270,2284,Unable to access dashboard,The two factor authentication code is not arriving on my phone. This issue is blocking my team.,Login Problems,Medium,phone,open,2026-04-29T18:29:31.799156+00:00
271,7499,Unable to complete payment,My credit card was charged two times for the same subscription renewal.,Payment Issues,Medium,phone,open,2025-12-28T21:41:31.799156+00:00
272,8075,Subscription renewal problem,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,Low,chat,resolved,2026-01-14T05:12:31.799156+00:00
273,2344,API integration is failing,The application crashes every time I open the reports page. This issue is blocking my team.,Technical Support,Medium,phone,open,2026-04-02T15:30:31.799156+00:00
274,6050,Refund needed for cancelled order,I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,Refund Requests,Medium,web_portal,in_progress,2026-05-12T17:50:31.799156+00:00
275,9395,Update account email address,Please help me change the company name and profile information in my account.,Account Management,Low,web_portal,open,2026-02-09T23:00:31.799156+00:00
276,7311,Payment failed during checkout,The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,Payment Issues,Low,email,in_progress,2026-01-02T06:56:31.799156+00:00
277,9537,Cancel purchase and refund,"I was charged for an order that I cancelled, so I need a refund. This issue is blocking my team.",Refund Requests,High,chat,resolved,2026-04-02T22:29:31.799156+00:00
278,2036,Refund needed for cancelled order,Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,Refund Requests,Medium,chat,in_progress,2026-01-29T13:02:31.799156+00:00
279,5040,Remove old phone number,I need to invite a new teammate and assign account access permissions. I have already contacted support once.,Account Management,Medium,web_portal,resolved,2026-03-04T09:25:31.799156+00:00
280,6443,Dashboard page is loading slowly,Our API integration started failing with timeout errors after the latest update.,Technical Support,Low,web_portal,in_progress,2026-06-03T04:30:31.799156+00:00
281,4290,Money back for failed service,I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,Refund Requests,Medium,web_portal,in_progress,2026-03-13T21:25:31.799156+00:00
282,4971,Two factor authentication problem,My account is locked because I entered the wrong password several times. Please resolve this as soon as possible.,Login Problems,High,phone,in_progress,2025-12-24T01:15:31.799156+00:00
283,9939,Remove old phone number,I need to invite a new teammate and assign account access permissions.,Account Management,High,chat,resolved,2026-04-13T21:48:31.799156+00:00
284,2133,Application keeps crashing,Our API integration started failing with timeout errors after the latest update. This is affecting my work.,Technical Support,Medium,web_portal,resolved,2026-03-21T18:22:31.799156+00:00
285,7176,Refund needed for cancelled order,The service did not work as promised and I would like my money back. This is affecting my work.,Refund Requests,Medium,email,in_progress,2026-04-26T03:34:31.799156+00:00
286,9907,API integration is failing,The export feature is not working and the downloaded file is empty. I have already contacted support once.,Technical Support,Medium,email,in_progress,2025-12-09T03:44:31.799156+00:00
287,6816,Trial period expired early,The free trial expired earlier than expected and I cannot access premium features.,Subscription Issues,Low,chat,resolved,2026-04-01T19:34:31.799156+00:00
288,2735,Application keeps crashing,The export feature is not working and the downloaded file is empty. I have already contacted support once.,Technical Support,High,email,open,2026-03-12T03:19:31.799156+00:00
289,4621,Change company profile details,The billing contact has changed and I need the account details updated. This issue is blocking my team.,Account Management,Medium,web_portal,in_progress,2025-12-09T22:22:31.799156+00:00
290,2712,Cancel purchase and refund,"My refund request was approved last week, but the amount has not reached my bank account. This issue is blocking my team.",Refund Requests,Medium,phone,in_progress,2026-05-29T01:32:31.799156+00:00
291,9537,Payment failed during checkout,My credit card was charged two times for the same subscription renewal. Please resolve this as soon as possible.,Payment Issues,Medium,web_portal,in_progress,2026-02-08T10:57:31.799156+00:00
292,2885,Request refund for duplicate payment,I cancelled the subscription within the trial period but have still been charged. I have already contacted support once.,Refund Requests,Medium,email,in_progress,2026-03-20T16:29:31.799156+00:00
293,6422,Cancel my subscription,Please help me upgrade from the basic plan to the premium plan. This is affecting my work.,Subscription Issues,Medium,web_portal,in_progress,2026-01-14T12:33:31.799156+00:00
294,1478,Two factor authentication problem,The password reset email link has expired and I cannot generate a new one. This is affecting my work.,Login Problems,Medium,chat,in_progress,2026-02-14T04:30:31.799156+00:00
295,2025,API integration is failing,Our API integration started failing with timeout errors after the latest update.,Technical Support,High,email,resolved,2026-04-13T08:30:31.799156+00:00
296,9019,Account locked after many attempts,My account is locked because I entered the wrong password several times. This is affecting my work.,Login Problems,Medium,phone,resolved,2026-03-28T19:07:31.799156+00:00
297,3826,Refund status not updated,I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,Refund Requests,Medium,phone,resolved,2026-03-06T02:23:31.799156+00:00
298,3999,Application keeps crashing,The dashboard takes a very long time to load and sometimes shows a server error. Please resolve this as soon as possible.,Technical Support,Low,phone,resolved,2026-03-18T14:01:31.799156+00:00
299,7931,Unable to access dashboard,The two factor authentication code is not arriving on my phone. I have already contacted support once.,Login Problems,Medium,chat,in_progress,2026-01-08T04:55:31.799156+00:00
300,4065,Trial period expired early,Please help me upgrade from the basic plan to the premium plan. This issue is blocking my team.,Subscription Issues,Low,phone,in_progress,2026-03-23T13:13:31.799156+00:00
301,9281,Application keeps crashing,I am getting an error while uploading a CSV file to the platform.,Technical Support,Medium,web_portal,in_progress,2026-04-16T04:54:31.799156+00:00
302,1505,Plan changed without confirmation,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,Medium,chat,in_progress,2026-05-13T22:43:31.799156+00:00
303,9115,Invoice amount looks incorrect,My credit card was charged two times for the same subscription renewal. This issue is blocking my team.,Payment Issues,Medium,email,resolved,2026-02-06T22:42:31.799156+00:00
304,9951,Invoice amount looks incorrect,I cannot add a new payment method because the checkout page keeps rejecting my card. Please resolve this as soon as possible.,Payment Issues,Medium,chat,in_progress,2026-05-25T02:57:31.799156+00:00
305,8193,Card was charged twice,The invoice shows a higher amount than expected for my monthly plan.,Payment Issues,Medium,email,open,2026-03-07T15:02:31.799156+00:00
306,3281,Unable to access dashboard,My account is locked because I entered the wrong password several times. This issue is blocking my team.,Login Problems,Medium,chat,open,2026-04-22T20:59:31.799156+00:00
307,6302,Bank transaction succeeded but order failed,The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,Payment Issues,Medium,phone,in_progress,2026-01-18T12:16:31.799156+00:00
308,5543,Error while uploading file,The export feature is not working and the downloaded file is empty.,Technical Support,Low,chat,resolved,2026-02-19T15:59:31.799156+00:00
309,9019,Password reset link not working,The password reset email link has expired and I cannot generate a new one. Please resolve this as soon as possible.,Login Problems,High,chat,resolved,2025-12-13T04:36:31.799156+00:00
310,7600,Subscription renewal problem,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,Medium,phone,resolved,2025-12-24T14:50:31.799156+00:00
311,6869,Remove old phone number,My old phone number is still attached to the account and I want to remove it. Please resolve this as soon as possible.,Account Management,Medium,email,resolved,2026-05-12T02:22:31.799156+00:00
312,6533,Refund needed for cancelled order,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,Medium,chat,resolved,2026-03-14T08:20:31.799156+00:00
313,3035,Money back for failed service,"I was charged for an order that I cancelled, so I need a refund.",Refund Requests,Low,chat,in_progress,2026-02-07T17:27:31.799156+00:00
314,5945,Request refund for duplicate payment,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,High,chat,in_progress,2026-05-01T19:49:31.799156+00:00
315,1848,Invoice amount looks incorrect,The invoice shows a higher amount than expected for my monthly plan.,Payment Issues,Medium,web_portal,resolved,2025-12-20T12:22:31.799156+00:00
316,8812,Change company profile details,My old phone number is still attached to the account and I want to remove it.,Account Management,Medium,email,open,2026-06-04T10:43:31.799156+00:00
317,2975,Dashboard page is loading slowly,The export feature is not working and the downloaded file is empty. I have already contacted support once.,Technical Support,Low,web_portal,resolved,2025-12-08T06:17:31.799156+00:00
318,6133,Two factor authentication problem,I cannot login even after entering the correct email address and password. This is affecting my work.,Login Problems,Medium,phone,in_progress,2026-05-09T14:29:31.799156+00:00
319,3688,Two factor authentication problem,The password reset email link has expired and I cannot generate a new one. This is affecting my work.,Login Problems,Low,web_portal,in_progress,2026-01-11T17:43:31.799156+00:00
320,2420,Upgrade monthly plan,Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,Subscription Issues,Medium,email,open,2026-02-11T10:36:31.799156+00:00
321,5059,Bank transaction succeeded but order failed,"The transaction was deducted from my bank account, but the payment status still says pending. Please resolve this as soon as possible.",Payment Issues,High,phone,resolved,2026-03-16T13:14:31.799156+00:00
322,1439,Card was charged twice,I cannot add a new payment method because the checkout page keeps rejecting my card. This issue is blocking my team.,Payment Issues,Medium,phone,open,2025-12-31T08:17:31.799156+00:00
323,1894,Feature not working after update,The export feature is not working and the downloaded file is empty. This is affecting my work.,Technical Support,High,chat,in_progress,2026-03-20T19:57:31.799156+00:00
324,1197,Request refund for duplicate payment,Please refund the duplicate payment made from my card yesterday. I have already contacted support once.,Refund Requests,High,phone,in_progress,2026-05-16T23:59:31.799156+00:00
325,8717,Two factor authentication problem,I can login on mobile but the web dashboard keeps showing an authentication error. I have already contacted support once.,Login Problems,Medium,email,open,2025-12-12T12:07:31.799156+00:00
326,9300,Application keeps crashing,The application crashes every time I open the reports page. Please resolve this as soon as possible.,Technical Support,Medium,phone,resolved,2026-05-20T04:25:31.799156+00:00
327,9791,Trial period expired early,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,Medium,chat,in_progress,2026-05-13T20:09:31.800184+00:00
328,6353,Invoice amount looks incorrect,"I tried to pay for my order, but the payment failed even though my card details are correct. This issue is blocking my team.",Payment Issues,High,web_portal,resolved,2026-04-25T23:42:31.800184+00:00
329,5005,Cancel my subscription,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,email,in_progress,2026-04-04T16:02:31.800184+00:00
330,3877,Unable to complete payment,I cannot add a new payment method because the checkout page keeps rejecting my card. This issue is blocking my team.,Payment Issues,Low,email,open,2025-12-15T19:33:31.800184+00:00
331,9474,Upgrade monthly plan,I want to cancel my monthly subscription before the next billing cycle. This is affecting my work.,Subscription Issues,Medium,phone,open,2026-03-08T00:09:31.800184+00:00
332,8034,Change company profile details,I need to invite a new teammate and assign account access permissions.,Account Management,Medium,phone,resolved,2026-05-28T06:34:31.800184+00:00
333,1908,Invoice amount looks incorrect,I cannot add a new payment method because the checkout page keeps rejecting my card.,Payment Issues,Medium,web_portal,resolved,2026-01-25T05:43:31.800184+00:00
334,2889,Account locked after many attempts,The password reset email link has expired and I cannot generate a new one. Please resolve this as soon as possible.,Login Problems,High,chat,resolved,2026-01-08T19:00:31.800184+00:00
335,7274,Application keeps crashing,The application crashes every time I open the reports page.,Technical Support,Medium,chat,open,2026-02-04T05:35:31.800184+00:00
336,5444,Bank transaction succeeded but order failed,"The transaction was deducted from my bank account, but the payment status still says pending. This is affecting my work.",Payment Issues,Medium,email,resolved,2026-02-18T07:05:31.800184+00:00
337,7568,Update account email address,The billing contact has changed and I need the account details updated.,Account Management,Low,email,in_progress,2026-01-23T16:26:31.800184+00:00
338,4287,Add another team member,I need to invite a new teammate and assign account access permissions.,Account Management,Medium,phone,resolved,2026-06-02T05:25:31.800184+00:00
339,9954,Update billing contact,Please help me change the company name and profile information in my account. I have already contacted support once.,Account Management,Low,chat,open,2026-01-29T11:20:31.800184+00:00
340,1157,Unable to complete payment,"I tried to pay for my order, but the payment failed even though my card details are correct. This is affecting my work.",Payment Issues,Medium,phone,open,2025-12-23T18:20:31.800184+00:00
341,9061,Plan changed without confirmation,My subscription renewal failed even though my payment method is active.,Subscription Issues,Low,email,open,2026-04-05T03:41:31.800184+00:00
342,7102,Subscription renewal problem,I want to cancel my monthly subscription before the next billing cycle.,Subscription Issues,High,web_portal,resolved,2026-01-22T03:55:31.800184+00:00
343,2020,Bank transaction succeeded but order failed,"I tried to pay for my order, but the payment failed even though my card details are correct. This issue is blocking my team.",Payment Issues,Low,web_portal,resolved,2026-02-24T15:27:31.800184+00:00
344,6345,Password reset link not working,My account is locked because I entered the wrong password several times. Please resolve this as soon as possible.,Login Problems,High,phone,in_progress,2026-02-23T18:05:31.800184+00:00
345,3546,Change company profile details,I want to update the email address linked to my customer account. This is affecting my work.,Account Management,Low,email,open,2026-01-06T14:17:31.800184+00:00
346,8404,Cancel purchase and refund,The service did not work as promised and I would like my money back. I have already contacted support once.,Refund Requests,Medium,phone,in_progress,2026-03-05T10:55:31.800184+00:00
347,1660,Update account email address,I want to update the email address linked to my customer account. This is affecting my work.,Account Management,Medium,chat,in_progress,2026-03-18T18:13:31.800184+00:00
348,5896,Cannot login to my account,The password reset email link has expired and I cannot generate a new one. Please resolve this as soon as possible.,Login Problems,Medium,phone,open,2026-05-22T18:54:31.800184+00:00
349,8570,Unable to complete payment,"The transaction was deducted from my bank account, but the payment status still says pending. This issue is blocking my team.",Payment Issues,Medium,email,open,2026-04-02T14:47:31.800184+00:00
350,2376,Payment failed during checkout,"I tried to pay for my order, but the payment failed even though my card details are correct. This is affecting my work.",Payment Issues,Low,phone,open,2026-02-22T05:18:31.800184+00:00
351,3007,Payment failed during checkout,My credit card was charged two times for the same subscription renewal. I have already contacted support once.,Payment Issues,High,email,in_progress,2026-05-12T06:41:31.800184+00:00
352,1483,Card was charged twice,I cannot add a new payment method because the checkout page keeps rejecting my card. I have already contacted support once.,Payment Issues,High,web_portal,resolved,2026-02-23T01:04:31.800184+00:00
353,8307,Refund needed for cancelled order,The service did not work as promised and I would like my money back. This is affecting my work.,Refund Requests,High,chat,open,2026-03-26T08:27:31.800184+00:00
354,8848,Feature not working after update,The export feature is not working and the downloaded file is empty. This is affecting my work.,Technical Support,High,email,open,2026-01-28T03:57:31.800184+00:00
355,9907,Remove old phone number,Please help me change the company name and profile information in my account. I have already contacted support once.,Account Management,Low,email,in_progress,2026-01-21T09:30:31.800184+00:00
356,9231,Subscription renewal problem,My plan seems to have changed without my confirmation. This issue is blocking my team.,Subscription Issues,Medium,phone,in_progress,2026-03-07T22:42:31.800184+00:00
357,1959,Change company profile details,I want to update the email address linked to my customer account. Please resolve this as soon as possible.,Account Management,Medium,web_portal,resolved,2026-05-28T08:25:31.800184+00:00
358,5366,Update billing contact,Please help me change the company name and profile information in my account. This is affecting my work.,Account Management,Low,email,open,2025-12-18T09:47:31.800184+00:00
359,6878,API integration is failing,I am getting an error while uploading a CSV file to the platform. This is affecting my work.,Technical Support,Medium,email,resolved,2026-01-04T07:09:31.800184+00:00
360,9882,Subscription renewal problem,The free trial expired earlier than expected and I cannot access premium features. This issue is blocking my team.,Subscription Issues,Low,phone,open,2026-04-17T01:12:31.800184+00:00
361,9625,Request refund for duplicate payment,"I was charged for an order that I cancelled, so I need a refund.",Refund Requests,Medium,web_portal,open,2026-04-09T17:20:31.800184+00:00
362,1975,Update billing contact,Please help me change the company name and profile information in my account. This is affecting my work.,Account Management,Low,email,open,2026-04-20T06:58:31.800184+00:00
363,7481,Dashboard page is loading slowly,The application crashes every time I open the reports page. This issue is blocking my team.,Technical Support,High,email,in_progress,2026-05-17T05:15:31.800184+00:00
364,8982,Add another team member,Please help me change the company name and profile information in my account. This is affecting my work.,Account Management,Medium,phone,open,2026-02-12T20:11:31.800184+00:00
365,7199,Trial period expired early,The free trial expired earlier than expected and I cannot access premium features. Please resolve this as soon as possible.,Subscription Issues,Low,phone,resolved,2026-01-05T12:01:31.800184+00:00
366,7415,Subscription renewal problem,Please help me upgrade from the basic plan to the premium plan. This is affecting my work.,Subscription Issues,Medium,email,open,2025-12-06T22:27:31.800184+00:00
367,3304,Error while uploading file,The export feature is not working and the downloaded file is empty. This is affecting my work.,Technical Support,High,phone,resolved,2026-05-09T01:04:31.800184+00:00
368,6500,Card was charged twice,The invoice shows a higher amount than expected for my monthly plan. Please resolve this as soon as possible.,Payment Issues,Medium,web_portal,open,2026-05-12T19:08:31.800184+00:00
369,1788,Change company profile details,Please help me change the company name and profile information in my account.,Account Management,Low,web_portal,in_progress,2026-05-08T17:58:31.800184+00:00
370,9946,Plan changed without confirmation,Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,Subscription Issues,Medium,web_portal,open,2026-02-28T06:01:31.800184+00:00
371,1328,Refund status not updated,Please refund the duplicate payment made from my card yesterday. This is affecting my work.,Refund Requests,Medium,phone,in_progress,2026-05-27T07:57:31.800184+00:00
372,9962,Payment failed during checkout,The invoice shows a higher amount than expected for my monthly plan. This is affecting my work.,Payment Issues,High,email,in_progress,2026-04-24T15:27:31.800184+00:00
373,8113,Feature not working after update,Our API integration started failing with timeout errors after the latest update.,Technical Support,Medium,chat,open,2025-12-19T12:23:31.800184+00:00
374,5346,Invoice amount looks incorrect,My credit card was charged two times for the same subscription renewal. This is affecting my work.,Payment Issues,Medium,phone,in_progress,2026-01-13T23:34:31.800184+00:00
375,1893,Cannot login to my account,I cannot login even after entering the correct email address and password. I have already contacted support once.,Login Problems,Medium,phone,open,2026-01-30T12:46:31.800184+00:00
376,4390,Request refund for duplicate payment,The service did not work as promised and I would like my money back. This issue is blocking my team.,Refund Requests,Medium,chat,resolved,2026-05-11T17:08:31.800184+00:00
377,9013,Update account email address,My old phone number is still attached to the account and I want to remove it.,Account Management,Low,phone,open,2026-02-23T01:56:31.800184+00:00
378,4056,Trial period expired early,My plan seems to have changed without my confirmation. This is affecting my work.,Subscription Issues,Medium,web_portal,open,2026-02-27T05:24:31.800184+00:00
379,2009,Remove old phone number,My old phone number is still attached to the account and I want to remove it. Please resolve this as soon as possible.,Account Management,Low,chat,resolved,2026-03-27T22:45:31.800184+00:00
380,4727,Cancel my subscription,I want to cancel my monthly subscription before the next billing cycle. Please resolve this as soon as possible.,Subscription Issues,High,email,in_progress,2026-02-18T21:53:31.800184+00:00
381,5896,API integration is failing,The export feature is not working and the downloaded file is empty. I have already contacted support once.,Technical Support,Medium,email,in_progress,2026-04-05T01:45:31.800184+00:00
382,3415,Cancel my subscription,The free trial expired earlier than expected and I cannot access premium features. This issue is blocking my team.,Subscription Issues,High,email,in_progress,2026-01-08T18:53:31.800184+00:00
383,8133,Password reset link not working,The password reset email link has expired and I cannot generate a new one. This is affecting my work.,Login Problems,Medium,chat,resolved,2026-02-16T15:20:31.800184+00:00
384,7358,Unable to access dashboard,My account is locked because I entered the wrong password several times. Please resolve this as soon as possible.,Login Problems,High,web_portal,resolved,2026-05-18T15:02:31.800184+00:00
385,9561,Add another team member,The billing contact has changed and I need the account details updated. I have already contacted support once.,Account Management,High,web_portal,open,2026-05-31T18:06:31.800184+00:00
386,2654,Refund needed for cancelled order,Please refund the duplicate payment made from my card yesterday. This issue is blocking my team.,Refund Requests,Medium,phone,resolved,2026-05-10T14:24:31.800184+00:00
387,8750,Remove old phone number,I need to invite a new teammate and assign account access permissions. I have already contacted support once.,Account Management,Medium,email,open,2026-01-08T21:13:31.800184+00:00
388,1635,Remove old phone number,Please help me change the company name and profile information in my account. This issue is blocking my team.,Account Management,Medium,web_portal,in_progress,2025-12-09T04:18:31.800184+00:00
389,6535,Upgrade monthly plan,I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,Subscription Issues,High,phone,in_progress,2026-03-01T17:19:31.800184+00:00
390,5414,Remove old phone number,I want to update the email address linked to my customer account. This is affecting my work.,Account Management,Low,web_portal,resolved,2026-02-11T07:03:31.800184+00:00
391,9462,Cancel my subscription,Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,Subscription Issues,Low,phone,open,2026-02-20T01:28:31.800184+00:00
392,9589,Dashboard page is loading slowly,The application crashes every time I open the reports page. Please resolve this as soon as possible.,Technical Support,High,email,open,2026-02-21T13:23:31.800184+00:00
393,4262,Password reset link not working,I cannot login even after entering the correct email address and password. This is affecting my work.,Login Problems,Low,phone,in_progress,2026-05-23T05:42:31.800184+00:00
394,9008,Refund status not updated,I cancelled the subscription within the trial period but have still been charged.,Refund Requests,High,web_portal,open,2026-04-04T05:18:31.800184+00:00
395,2480,Refund status not updated,"My refund request was approved last week, but the amount has not reached my bank account. Please resolve this as soon as possible.",Refund Requests,Medium,phone,open,2026-03-29T18:30:31.800184+00:00
396,4688,Request refund for duplicate payment,Please refund the duplicate payment made from my card yesterday. This issue is blocking my team.,Refund Requests,High,chat,in_progress,2026-04-11T10:27:31.800184+00:00
397,8767,Plan changed without confirmation,The free trial expired earlier than expected and I cannot access premium features.,Subscription Issues,High,chat,resolved,2025-12-12T17:42:31.800184+00:00
398,5511,Unable to access dashboard,I cannot login even after entering the correct email address and password. This is affecting my work.,Login Problems,Medium,web_portal,in_progress,2026-03-17T20:04:31.800184+00:00
399,7506,Remove old phone number,I need to invite a new teammate and assign account access permissions. This is affecting my work.,Account Management,Low,email,open,2025-12-13T00:14:31.800184+00:00
400,2771,Error while uploading file,The export feature is not working and the downloaded file is empty. This issue is blocking my team.,Technical Support,High,web_portal,open,2026-03-19T18:39:31.800184+00:00
401,4086,Add another team member,I need to invite a new teammate and assign account access permissions. Please resolve this as soon as possible.,Account Management,Low,chat,resolved,2025-12-20T07:49:31.800184+00:00
402,1417,Cannot login to my account,I can login on mobile but the web dashboard keeps showing an authentication error. I have already contacted support once.,Login Problems,High,web_portal,in_progress,2025-12-12T13:14:31.800184+00:00
403,4111,Remove old phone number,My old phone number is still attached to the account and I want to remove it. I have already contacted support once.,Account Management,Medium,phone,resolved,2026-01-05T22:29:31.800184+00:00
404,9311,Upgrade monthly plan,The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,Subscription Issues,High,phone,open,2025-12-15T05:46:31.800184+00:00
405,3999,Trial period expired early,Please help me upgrade from the basic plan to the premium plan. Please resolve this as soon as possible.,Subscription Issues,Low,phone,resolved,2026-05-03T09:11:31.800184+00:00
406,6428,Card was charged twice,The invoice shows a higher amount than expected for my monthly plan. This is affecting my work.,Payment Issues,Medium,phone,in_progress,2026-03-18T03:39:31.800184+00:00
407,2166,Error while uploading file,Our API integration started failing with timeout errors after the latest update.,Technical Support,Medium,web_portal,open,2025-12-23T22:05:31.800184+00:00
408,3250,Application keeps crashing,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,Medium,chat,in_progress,2026-05-22T12:52:31.800184+00:00
409,8988,Refund status not updated,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,Medium,phone,resolved,2026-04-19T15:15:31.800184+00:00
410,3595,Account locked after many attempts,I cannot login even after entering the correct email address and password.,Login Problems,Medium,web_portal,open,2026-04-12T12:15:31.800184+00:00
411,1076,Unable to access dashboard,The two factor authentication code is not arriving on my phone. I have already contacted support once.,Login Problems,Medium,email,resolved,2026-02-02T04:55:31.800184+00:00
412,1293,Account locked after many attempts,I cannot login even after entering the correct email address and password. Please resolve this as soon as possible.,Login Problems,High,email,resolved,2026-01-20T11:30:31.800184+00:00
413,9246,Upgrade monthly plan,Please help me upgrade from the basic plan to the premium plan. Please resolve this as soon as possible.,Subscription Issues,Medium,phone,open,2026-05-09T04:55:31.800184+00:00
414,9587,Payment failed during checkout,The invoice shows a higher amount than expected for my monthly plan. Please resolve this as soon as possible.,Payment Issues,Medium,phone,in_progress,2026-01-21T21:39:31.800184+00:00
415,7609,Upgrade monthly plan,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,email,open,2026-04-17T12:23:31.800184+00:00
416,7006,Password reset link not working,The password reset email link has expired and I cannot generate a new one.,Login Problems,Medium,email,in_progress,2026-04-22T13:48:31.800184+00:00
417,2771,Subscription renewal problem,The free trial expired earlier than expected and I cannot access premium features. This issue is blocking my team.,Subscription Issues,Low,email,open,2026-05-22T19:25:31.800184+00:00
418,8772,Cancel my subscription,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,Medium,chat,open,2026-01-15T09:23:31.800184+00:00
419,5423,Cancel my subscription,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,chat,in_progress,2025-12-17T00:15:31.800184+00:00
420,4254,Bank transaction succeeded but order failed,I cannot add a new payment method because the checkout page keeps rejecting my card.,Payment Issues,Medium,chat,in_progress,2026-05-08T01:01:31.800184+00:00
421,9132,Dashboard page is loading slowly,I am getting an error while uploading a CSV file to the platform. I have already contacted support once.,Technical Support,Medium,chat,resolved,2026-05-24T23:18:31.800184+00:00
422,9095,Money back for failed service,Please refund the duplicate payment made from my card yesterday.,Refund Requests,Low,chat,open,2026-05-13T14:14:31.800184+00:00
423,5327,Application keeps crashing,The application crashes every time I open the reports page. Please resolve this as soon as possible.,Technical Support,High,web_portal,open,2026-02-08T07:54:31.800184+00:00
424,7979,Card was charged twice,"I tried to pay for my order, but the payment failed even though my card details are correct. Please resolve this as soon as possible.",Payment Issues,Medium,email,open,2025-12-13T07:20:31.800184+00:00
425,5395,Payment failed during checkout,My credit card was charged two times for the same subscription renewal. This is affecting my work.,Payment Issues,Medium,email,in_progress,2026-02-11T20:47:31.800184+00:00
426,7319,Change company profile details,I want to update the email address linked to my customer account. I have already contacted support once.,Account Management,Low,web_portal,in_progress,2026-02-08T08:44:31.800184+00:00
427,2699,Upgrade monthly plan,I want to cancel my monthly subscription before the next billing cycle. This is affecting my work.,Subscription Issues,Medium,web_portal,resolved,2026-05-20T12:34:31.800184+00:00
