ticket_id,customer_id,subject,description,category,priority,channel,status,created_at,combined_text,clean_text
655,4083,Cancel purchase and refund,"My refund request was approved last week, but the amount has not reached my bank account. This is affecting my work.",Refund Requests,High,web_portal,in_progress,2026-02-03T13:16:31.802185+00:00,"Cancel purchase and refund My refund request was approved last week, but the amount has not reached my bank account. This is affecting my work.",cancel purchase refund refund request approv week reach bank account affect work
656,1257,Refund needed for cancelled order,The service did not work as promised and I would like my money back. This is affecting my work.,Refund Requests,Medium,chat,resolved,2026-05-16T19:53:31.802185+00:00,Refund needed for cancelled order The service did not work as promised and I would like my money back. This is affecting my work.,refund need cancel order service did work promis like money affect work
657,7974,Cancel purchase and refund,Please refund the duplicate payment made from my card yesterday.,Refund Requests,Medium,chat,in_progress,2026-02-18T02:27:31.802185+00:00,Cancel purchase and refund Please refund the duplicate payment made from my card yesterday.,cancel purchase refund refund duplicate payment card yesterday
658,7959,API integration is failing,The export feature is not working and the downloaded file is empty. I have already contacted support once.,Technical Support,Medium,email,resolved,2026-04-08T11:40:31.802185+00:00,API integration is failing The export feature is not working and the downloaded file is empty. I have already contacted support once.,api integration fail export feature work download file contact
659,7012,Refund needed for cancelled order,"My refund request was approved last week, but the amount has not reached my bank account. Please resolve this as soon as possible.",Refund Requests,Medium,email,open,2026-01-15T22:20:31.802185+00:00,"Refund needed for cancelled order My refund request was approved last week, but the amount has not reached my bank account. Please resolve this as soon as possible.",refund need cancel order refund request approv week reach bank account resolve soon possible
660,3327,API integration is failing,I am getting an error while uploading a CSV file to the platform.,Technical Support,Medium,phone,in_progress,2025-12-10T15:17:31.802185+00:00,API integration is failing I am getting an error while uploading a CSV file to the platform.,api integration fail gett error upload csv file platform
661,2279,Application keeps crashing,The export feature is not working and the downloaded file is empty. This issue is blocking my team.,Technical Support,Low,phone,resolved,2026-02-03T20:29:31.802185+00:00,Application keeps crashing The export feature is not working and the downloaded file is empty. This issue is blocking my team.,application keep crash export feature work download file issue block team
662,6431,Invoice amount looks incorrect,I cannot add a new payment method because the checkout page keeps rejecting my card.,Payment Issues,Medium,web_portal,in_progress,2026-01-24T02:00:31.802185+00:00,Invoice amount looks incorrect I cannot add a new payment method because the checkout page keeps rejecting my card.,invoice look incorrect add new payment method checkout page keep reject card
663,5267,Add another team member,Please help me change the company name and profile information in my account.,Account Management,Medium,email,resolved,2026-01-03T07:38:31.802185+00:00,Add another team member Please help me change the company name and profile information in my account.,add team member help change company profile information account
664,1447,Refund status not updated,Please refund the duplicate payment made from my card yesterday. This issue is blocking my team.,Refund Requests,Low,phone,in_progress,2026-03-21T20:42:31.802185+00:00,Refund status not updated Please refund the duplicate payment made from my card yesterday. This issue is blocking my team.,refund statu updat refund duplicate payment card yesterday issue block team
665,3171,Card was charged twice,I cannot add a new payment method because the checkout page keeps rejecting my card.,Payment Issues,High,phone,in_progress,2026-03-25T09:24:31.802185+00:00,Card was charged twice I cannot add a new payment method because the checkout page keeps rejecting my card.,card charge twice add new payment method checkout page keep reject card
666,8317,Update account email address,I want to update the email address linked to my customer account. This issue is blocking my team.,Account Management,Low,phone,open,2026-01-04T12:51:31.802185+00:00,Update account email address I want to update the email address linked to my customer account. This issue is blocking my team.,update account email address want update email address link account issue block team
667,2382,Change company profile details,My old phone number is still attached to the account and I want to remove it. This is affecting my work.,Account Management,Medium,chat,resolved,2026-05-27T06:18:31.802185+00:00,Change company profile details My old phone number is still attached to the account and I want to remove it. This is affecting my work.,change company profile detail old phone number attach account want remove affect work
668,3740,Two factor authentication problem,The two factor authentication code is not arriving on my phone. I have already contacted support once.,Login Problems,Medium,chat,resolved,2026-02-11T20:15:31.802185+00:00,Two factor authentication problem The two factor authentication code is not arriving on my phone. I have already contacted support once.,factor authentication problem factor authentication code arriv phone contact
669,3745,Subscription renewal problem,I want to cancel my monthly subscription before the next billing cycle. Please resolve this as soon as possible.,Subscription Issues,Medium,web_portal,in_progress,2026-05-06T16:13:31.802185+00:00,Subscription renewal problem I want to cancel my monthly subscription before the next billing cycle. Please resolve this as soon as possible.,subscription renewal problem want cancel monthly subscription bill cycle resolve soon possible
670,8775,Money back for failed service,I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,Refund Requests,Medium,phone,open,2025-12-12T04:42:31.802185+00:00,Money back for failed service I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,money fail service cancel subscription trial period charge issue block team
671,6172,API integration is failing,The application crashes every time I open the reports page. Please resolve this as soon as possible.,Technical Support,High,email,open,2026-02-10T04:58:31.802185+00:00,API integration is failing The application crashes every time I open the reports page. Please resolve this as soon as possible.,api integration fail application crash time open report page resolve soon possible
672,5429,Error while uploading file,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,High,phone,open,2026-03-27T06:34:31.802185+00:00,Error while uploading file Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,error upload file api integration start fail timeout error latest update issue block team
673,4193,Update billing contact,My old phone number is still attached to the account and I want to remove it. I have already contacted support once.,Account Management,Medium,phone,resolved,2026-04-03T19:04:31.802185+00:00,Update billing contact My old phone number is still attached to the account and I want to remove it. I have already contacted support once.,update bill contact old phone number attach account want remove contact
674,1195,Upgrade monthly plan,My subscription renewal failed even though my payment method is active. This issue is blocking my team.,Subscription Issues,Low,web_portal,open,2026-06-02T15:41:31.802185+00:00,Upgrade monthly plan My subscription renewal failed even though my payment method is active. This issue is blocking my team.,upgrade monthly plan subscription renewal fail payment method active issue block team
675,4163,Application keeps crashing,Our API integration started failing with timeout errors after the latest update. Please resolve this as soon as possible.,Technical Support,Medium,email,open,2026-03-24T09:25:31.802185+00:00,Application keeps crashing Our API integration started failing with timeout errors after the latest update. Please resolve this as soon as possible.,application keep crash api integration start fail timeout error latest update resolve soon possible
676,2995,Application keeps crashing,The application crashes every time I open the reports page. This issue is blocking my team.,Technical Support,High,email,open,2026-04-09T21:33:31.802185+00:00,Application keeps crashing The application crashes every time I open the reports page. This issue is blocking my team.,application keep crash application crash time open report page issue block team
677,4018,Dashboard page is loading slowly,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,High,phone,in_progress,2026-04-18T14:13:31.802185+00:00,Dashboard page is loading slowly Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,dashboard page load slowly api integration start fail timeout error latest update issue block team
678,6298,Request refund for duplicate payment,I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,Refund Requests,High,phone,open,2025-12-08T19:13:31.802185+00:00,Request refund for duplicate payment I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,request refund duplicate payment cancel subscription trial period charge resolve soon possible
679,5336,Invoice amount looks incorrect,"I tried to pay for my order, but the payment failed even though my card details are correct. I have already contacted support once.",Payment Issues,Medium,chat,in_progress,2026-05-20T09:12:31.802185+00:00,"Invoice amount looks incorrect I tried to pay for my order, but the payment failed even though my card details are correct. I have already contacted support once.",invoice look incorrect tri pay order payment fail card detail correct contact
680,2776,Unable to complete payment,My credit card was charged two times for the same subscription renewal. This issue is blocking my team.,Payment Issues,Medium,chat,resolved,2025-12-21T01:13:31.802185+00:00,Unable to complete payment My credit card was charged two times for the same subscription renewal. This issue is blocking my team.,unable complete payment credit card charge time subscription renewal issue block team
681,1571,Refund needed for cancelled order,"My refund request was approved last week, but the amount has not reached my bank account.",Refund Requests,High,email,open,2026-03-30T14:29:31.802185+00:00,"Refund needed for cancelled order My refund request was approved last week, but the amount has not reached my bank account.",refund need cancel order refund request approv week reach bank account
682,1014,Error while uploading file,Our API integration started failing with timeout errors after the latest update.,Technical Support,High,email,resolved,2026-04-26T19:43:31.802185+00:00,Error while uploading file Our API integration started failing with timeout errors after the latest update.,error upload file api integration start fail timeout error latest update
683,9444,Money back for failed service,Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,Refund Requests,High,web_portal,in_progress,2026-01-08T17:53:31.802185+00:00,Money back for failed service Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,money fail service refund duplicate payment card yesterday resolve soon possible
684,8898,Cancel purchase and refund,"I was charged for an order that I cancelled, so I need a refund. This issue is blocking my team.",Refund Requests,Medium,email,resolved,2026-02-25T18:29:31.802185+00:00,"Cancel purchase and refund I was charged for an order that I cancelled, so I need a refund. This issue is blocking my team.",cancel purchase refund charge order cancel need refund issue block team
685,2485,Error while uploading file,I am getting an error while uploading a CSV file to the platform. Please resolve this as soon as possible.,Technical Support,Medium,phone,resolved,2025-12-24T19:55:31.802185+00:00,Error while uploading file I am getting an error while uploading a CSV file to the platform. Please resolve this as soon as possible.,error upload file gett error upload csv file platform resolve soon possible
686,1644,Update account email address,My old phone number is still attached to the account and I want to remove it. Please resolve this as soon as possible.,Account Management,Medium,web_portal,resolved,2026-04-19T23:05:31.802185+00:00,Update account email address My old phone number is still attached to the account and I want to remove it. Please resolve this as soon as possible.,update account email address old phone number attach account want remove resolve soon possible
687,2390,Account locked after many attempts,The two factor authentication code is not arriving on my phone.,Login Problems,Medium,web_portal,resolved,2026-03-05T01:24:31.802185+00:00,Account locked after many attempts The two factor authentication code is not arriving on my phone.,account lock attempt factor authentication code arriv phone
688,9015,Password reset link not working,I cannot login even after entering the correct email address and password. This is affecting my work.,Login Problems,Low,web_portal,open,2026-01-04T09:52:31.802185+00:00,Password reset link not working I cannot login even after entering the correct email address and password. This is affecting my work.,password reset link work login enter correct email address password affect work
689,1606,Error while uploading file,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,High,phone,open,2026-02-09T17:27:31.802185+00:00,Error while uploading file Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,error upload file api integration start fail timeout error latest update issue block team
690,9570,Update account email address,My old phone number is still attached to the account and I want to remove it.,Account Management,Low,web_portal,resolved,2025-12-18T19:14:31.802185+00:00,Update account email address My old phone number is still attached to the account and I want to remove it.,update account email address old phone number attach account want remove
691,9010,Dashboard page is loading slowly,The export feature is not working and the downloaded file is empty. This is affecting my work.,Technical Support,High,email,in_progress,2026-05-26T13:11:31.802185+00:00,Dashboard page is loading slowly The export feature is not working and the downloaded file is empty. This is affecting my work.,dashboard page load slowly export feature work download file affect work
692,6035,Application keeps crashing,The dashboard takes a very long time to load and sometimes shows a server error. This is affecting my work.,Technical Support,Low,email,in_progress,2025-12-25T16:18:31.802185+00:00,Application keeps crashing The dashboard takes a very long time to load and sometimes shows a server error. This is affecting my work.,application keep crash dashboard take long time load show server error affect work
693,9145,Dashboard page is loading slowly,The export feature is not working and the downloaded file is empty.,Technical Support,High,chat,open,2026-05-08T14:07:31.802185+00:00,Dashboard page is loading slowly The export feature is not working and the downloaded file is empty.,dashboard page load slowly export feature work download file
694,9943,Two factor authentication problem,My account is locked because I entered the wrong password several times. I have already contacted support once.,Login Problems,Medium,chat,in_progress,2025-12-10T22:21:31.802185+00:00,Two factor authentication problem My account is locked because I entered the wrong password several times. I have already contacted support once.,factor authentication problem account lock enter wrong password time contact
695,3314,Cannot login to my account,I can login on mobile but the web dashboard keeps showing an authentication error. This is affecting my work.,Login Problems,Medium,web_portal,open,2026-05-05T08:40:31.802185+00:00,Cannot login to my account I can login on mobile but the web dashboard keeps showing an authentication error. This is affecting my work.,login account login mobile web dashboard keep show authentication error affect work
696,3185,Subscription renewal problem,The free trial expired earlier than expected and I cannot access premium features. This is affecting my work.,Subscription Issues,Medium,email,resolved,2026-01-07T16:37:31.802185+00:00,Subscription renewal problem The free trial expired earlier than expected and I cannot access premium features. This is affecting my work.,subscription renewal problem free trial expire earlier expect access premium feature affect work
697,1118,API integration is failing,The dashboard takes a very long time to load and sometimes shows a server error.,Technical Support,High,chat,open,2026-05-15T17:47:31.802185+00:00,API integration is failing The dashboard takes a very long time to load and sometimes shows a server error.,api integration fail dashboard take long time load show server error
698,3079,Trial period expired early,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,chat,open,2026-02-02T18:23:31.802185+00:00,Trial period expired early My subscription renewal failed even though my payment method is active. I have already contacted support once.,trial period expire early subscription renewal fail payment method active contact
699,1616,Subscription renewal problem,The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,Subscription Issues,Medium,chat,resolved,2026-04-20T21:10:31.802185+00:00,Subscription renewal problem The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,subscription renewal problem free trial expire earlier expect access premium feature contact
700,4860,Refund status not updated,"I was charged for an order that I cancelled, so I need a refund. Please resolve this as soon as possible.",Refund Requests,Medium,chat,open,2026-06-02T22:58:31.802185+00:00,"Refund status not updated I was charged for an order that I cancelled, so I need a refund. Please resolve this as soon as possible.",refund statu updat charge order cancel need refund resolve soon possible
701,4592,Application keeps crashing,The export feature is not working and the downloaded file is empty. Please resolve this as soon as possible.,Technical Support,High,web_portal,resolved,2026-01-17T00:41:31.802185+00:00,Application keeps crashing The export feature is not working and the downloaded file is empty. Please resolve this as soon as possible.,application keep crash export feature work download file resolve soon possible
702,8772,Upgrade monthly plan,My subscription renewal failed even though my payment method is active.,Subscription Issues,Low,web_portal,open,2026-04-26T18:37:31.802185+00:00,Upgrade monthly plan My subscription renewal failed even though my payment method is active.,upgrade monthly plan subscription renewal fail payment method active
703,6477,Cannot login to my account,I cannot login even after entering the correct email address and password. Please resolve this as soon as possible.,Login Problems,Medium,web_portal,open,2026-02-13T09:26:31.802185+00:00,Cannot login to my account I cannot login even after entering the correct email address and password. Please resolve this as soon as possible.,login account login enter correct email address password resolve soon possible
704,9436,Payment failed during checkout,I cannot add a new payment method because the checkout page keeps rejecting my card. This is affecting my work.,Payment Issues,Medium,email,open,2026-05-28T01:27:31.802185+00:00,Payment failed during checkout I cannot add a new payment method because the checkout page keeps rejecting my card. This is affecting my work.,payment fail checkout add new payment method checkout page keep reject card affect work
705,6336,Two factor authentication problem,I can login on mobile but the web dashboard keeps showing an authentication error. This issue is blocking my team.,Login Problems,Medium,chat,open,2026-04-14T18:54:31.803184+00:00,Two factor authentication problem I can login on mobile but the web dashboard keeps showing an authentication error. This issue is blocking my team.,factor authentication problem login mobile web dashboard keep show authentication error issue block team
706,4615,Change company profile details,I want to update the email address linked to my customer account. This is affecting my work.,Account Management,Medium,email,in_progress,2026-04-14T05:11:31.803184+00:00,Change company profile details I want to update the email address linked to my customer account. This is affecting my work.,change company profile detail want update email address link account affect work
707,3917,API integration is failing,The application crashes every time I open the reports page. I have already contacted support once.,Technical Support,Low,web_portal,in_progress,2025-12-30T02:29:31.803184+00:00,API integration is failing The application crashes every time I open the reports page. I have already contacted support once.,api integration fail application crash time open report page contact
708,3084,Two factor authentication problem,The password reset email link has expired and I cannot generate a new one. Please resolve this as soon as possible.,Login Problems,High,email,resolved,2026-04-14T06:33:31.803184+00:00,Two factor authentication problem The password reset email link has expired and I cannot generate a new one. Please resolve this as soon as possible.,factor authentication problem password reset email link expire generate new resolve soon possible
709,7852,Application keeps crashing,I am getting an error while uploading a CSV file to the platform. This is affecting my work.,Technical Support,Low,chat,in_progress,2026-02-05T02:21:31.803184+00:00,Application keeps crashing I am getting an error while uploading a CSV file to the platform. This is affecting my work.,application keep crash gett error upload csv file platform affect work
710,3784,Account locked after many attempts,I can login on mobile but the web dashboard keeps showing an authentication error. This is affecting my work.,Login Problems,High,chat,open,2025-12-22T21:08:31.803184+00:00,Account locked after many attempts I can login on mobile but the web dashboard keeps showing an authentication error. This is affecting my work.,account lock attempt login mobile web dashboard keep show authentication error affect work
711,1237,Refund status not updated,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,Medium,web_portal,resolved,2026-02-06T08:29:31.803184+00:00,Refund status not updated I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,refund statu updat cancel subscription trial period charge affect work
712,1083,Password reset link not working,My account is locked because I entered the wrong password several times. I have already contacted support once.,Login Problems,Medium,web_portal,open,2026-01-04T12:55:31.803184+00:00,Password reset link not working My account is locked because I entered the wrong password several times. I have already contacted support once.,password reset link work account lock enter wrong password time contact
713,2605,Unable to complete payment,I cannot add a new payment method because the checkout page keeps rejecting my card.,Payment Issues,Medium,web_portal,in_progress,2026-02-24T01:39:31.803184+00:00,Unable to complete payment I cannot add a new payment method because the checkout page keeps rejecting my card.,unable complete payment add new payment method checkout page keep reject card
714,3174,Cannot login to my account,I can login on mobile but the web dashboard keeps showing an authentication error.,Login Problems,High,phone,in_progress,2026-02-20T10:34:31.803184+00:00,Cannot login to my account I can login on mobile but the web dashboard keeps showing an authentication error.,login account login mobile web dashboard keep show authentication error
715,8524,Cannot login to my account,I cannot login even after entering the correct email address and password. I have already contacted support once.,Login Problems,High,email,in_progress,2026-04-23T18:00:31.803184+00:00,Cannot login to my account I cannot login even after entering the correct email address and password. I have already contacted support once.,login account login enter correct email address password contact
716,8607,Refund needed for cancelled order,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,High,email,resolved,2026-03-01T20:37:31.803184+00:00,Refund needed for cancelled order I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,refund need cancel order cancel subscription trial period charge affect work
717,9887,Unable to complete payment,The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,Payment Issues,Low,chat,resolved,2026-02-15T08:48:31.803184+00:00,Unable to complete payment The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,unable complete payment invoice show higher expect monthly plan issue block team
718,1844,Bank transaction succeeded but order failed,The invoice shows a higher amount than expected for my monthly plan.,Payment Issues,Medium,email,in_progress,2025-12-14T05:35:31.803184+00:00,Bank transaction succeeded but order failed The invoice shows a higher amount than expected for my monthly plan.,bank transaction succeed order fail invoice show higher expect monthly plan
719,2097,Remove old phone number,The billing contact has changed and I need the account details updated.,Account Management,Low,chat,open,2026-04-20T19:53:31.803184+00:00,Remove old phone number The billing contact has changed and I need the account details updated.,remove old phone number bill contact change need account detail updat
720,4437,Change company profile details,The billing contact has changed and I need the account details updated.,Account Management,Medium,chat,in_progress,2026-01-06T18:01:31.803184+00:00,Change company profile details The billing contact has changed and I need the account details updated.,change company profile detail bill contact change need account detail updat
721,6656,Add another team member,The billing contact has changed and I need the account details updated. I have already contacted support once.,Account Management,Low,web_portal,in_progress,2026-05-19T05:17:31.803184+00:00,Add another team member The billing contact has changed and I need the account details updated. I have already contacted support once.,add team member bill contact change need account detail updat contact
722,5788,Feature not working after update,The application crashes every time I open the reports page. I have already contacted support once.,Technical Support,High,web_portal,resolved,2025-12-12T23:49:31.803184+00:00,Feature not working after update The application crashes every time I open the reports page. I have already contacted support once.,feature work update application crash time open report page contact
723,5724,Update account email address,Please help me change the company name and profile information in my account. I have already contacted support once.,Account Management,Low,email,open,2026-02-24T11:54:31.803184+00:00,Update account email address Please help me change the company name and profile information in my account. I have already contacted support once.,update account email address help change company profile information account contact
724,1371,Account locked after many attempts,I cannot login even after entering the correct email address and password. This is affecting my work.,Login Problems,Medium,phone,in_progress,2026-04-13T00:14:31.803184+00:00,Account locked after many attempts I cannot login even after entering the correct email address and password. This is affecting my work.,account lock attempt login enter correct email address password affect work
725,1351,Trial period expired early,Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,Subscription Issues,Medium,phone,open,2026-02-10T20:00:31.803184+00:00,Trial period expired early Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,trial period expire early help upgrade basic plan premium plan contact
726,6616,Payment failed during checkout,My credit card was charged two times for the same subscription renewal. This issue is blocking my team.,Payment Issues,Medium,phone,in_progress,2026-02-18T22:15:31.803184+00:00,Payment failed during checkout My credit card was charged two times for the same subscription renewal. This issue is blocking my team.,payment fail checkout credit card charge time subscription renewal issue block team
727,6021,Feature not working after update,The export feature is not working and the downloaded file is empty. I have already contacted support once.,Technical Support,Medium,chat,in_progress,2026-01-10T13:30:31.803184+00:00,Feature not working after update The export feature is not working and the downloaded file is empty. I have already contacted support once.,feature work update export feature work download file contact
728,6785,Two factor authentication problem,My account is locked because I entered the wrong password several times. Please resolve this as soon as possible.,Login Problems,High,phone,in_progress,2026-05-23T12:57:31.803184+00:00,Two factor authentication problem My account is locked because I entered the wrong password several times. Please resolve this as soon as possible.,factor authentication problem account lock enter wrong password time resolve soon possible
729,3514,Unable to access dashboard,The password reset email link has expired and I cannot generate a new one. This issue is blocking my team.,Login Problems,Medium,chat,open,2026-04-20T18:22:31.803184+00:00,Unable to access dashboard The password reset email link has expired and I cannot generate a new one. This issue is blocking my team.,unable access dashboard password reset email link expire generate new issue block team
730,4022,Payment failed during checkout,The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,Payment Issues,Low,chat,resolved,2026-03-30T05:23:31.803184+00:00,Payment failed during checkout The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,payment fail checkout invoice show higher expect monthly plan issue block team
731,3663,Cancel my subscription,My subscription renewal failed even though my payment method is active. Please resolve this as soon as possible.,Subscription Issues,Low,phone,open,2026-02-09T23:35:31.803184+00:00,Cancel my subscription My subscription renewal failed even though my payment method is active. Please resolve this as soon as possible.,cancel subscription subscription renewal fail payment method active resolve soon possible
732,1070,Unable to complete payment,"The transaction was deducted from my bank account, but the payment status still says pending. This is affecting my work.",Payment Issues,High,phone,resolved,2026-03-15T12:41:31.803184+00:00,"Unable to complete payment The transaction was deducted from my bank account, but the payment status still says pending. This is affecting my work.",unable complete payment transaction deduct bank account payment statu says pend affect work
733,3409,Subscription renewal problem,My plan seems to have changed without my confirmation. Please resolve this as soon as possible.,Subscription Issues,High,web_portal,in_progress,2026-01-08T19:15:31.803184+00:00,Subscription renewal problem My plan seems to have changed without my confirmation. Please resolve this as soon as possible.,subscription renewal problem plan change confirmation resolve soon possible
734,6047,Cancel my subscription,My plan seems to have changed without my confirmation.,Subscription Issues,Low,email,in_progress,2026-01-14T14:01:31.803184+00:00,Cancel my subscription My plan seems to have changed without my confirmation.,cancel subscription plan change confirmation
735,4197,Dashboard page is loading slowly,Our API integration started failing with timeout errors after the latest update. Please resolve this as soon as possible.,Technical Support,Low,chat,in_progress,2026-05-20T21:15:31.803184+00:00,Dashboard page is loading slowly Our API integration started failing with timeout errors after the latest update. Please resolve this as soon as possible.,dashboard page load slowly api integration start fail timeout error latest update resolve soon possible
736,2431,Cannot login to my account,I cannot login even after entering the correct email address and password. This issue is blocking my team.,Login Problems,High,web_portal,open,2025-12-12T19:05:31.803184+00:00,Cannot login to my account I cannot login even after entering the correct email address and password. This issue is blocking my team.,login account login enter correct email address password issue block team
737,6915,Money back for failed service,"My refund request was approved last week, but the amount has not reached my bank account. This issue is blocking my team.",Refund Requests,Medium,web_portal,open,2026-05-20T19:15:31.803184+00:00,"Money back for failed service My refund request was approved last week, but the amount has not reached my bank account. This issue is blocking my team.",money fail service refund request approv week reach bank account issue block team
738,6756,Plan changed without confirmation,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,phone,in_progress,2026-03-24T06:14:31.803184+00:00,Plan changed without confirmation My subscription renewal failed even though my payment method is active. I have already contacted support once.,plan change confirmation subscription renewal fail payment method active contact
739,5728,Application keeps crashing,The dashboard takes a very long time to load and sometimes shows a server error. I have already contacted support once.,Technical Support,High,chat,resolved,2026-02-18T02:54:31.803184+00:00,Application keeps crashing The dashboard takes a very long time to load and sometimes shows a server error. I have already contacted support once.,application keep crash dashboard take long time load show server error contact
740,5968,Cancel purchase and refund,Please refund the duplicate payment made from my card yesterday. This issue is blocking my team.,Refund Requests,Medium,web_portal,resolved,2026-04-29T10:55:31.803184+00:00,Cancel purchase and refund Please refund the duplicate payment made from my card yesterday. This issue is blocking my team.,cancel purchase refund refund duplicate payment card yesterday issue block team
741,5478,Update account email address,The billing contact has changed and I need the account details updated. I have already contacted support once.,Account Management,Low,web_portal,open,2026-02-19T20:12:31.803184+00:00,Update account email address The billing contact has changed and I need the account details updated. I have already contacted support once.,update account email address bill contact change need account detail updat contact
742,9037,API integration is failing,The export feature is not working and the downloaded file is empty. This is affecting my work.,Technical Support,Medium,email,in_progress,2026-02-27T08:08:31.803184+00:00,API integration is failing The export feature is not working and the downloaded file is empty. This is affecting my work.,api integration fail export feature work download file affect work
743,1040,Error while uploading file,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,High,chat,in_progress,2026-04-08T17:06:31.803184+00:00,Error while uploading file Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,error upload file api integration start fail timeout error latest update issue block team
744,5009,Remove old phone number,I want to update the email address linked to my customer account. Please resolve this as soon as possible.,Account Management,Low,email,open,2026-01-29T18:32:31.803184+00:00,Remove old phone number I want to update the email address linked to my customer account. Please resolve this as soon as possible.,remove old phone number want update email address link account resolve soon possible
745,8144,Remove old phone number,I want to update the email address linked to my customer account. This issue is blocking my team.,Account Management,Medium,phone,resolved,2026-01-07T01:36:31.803184+00:00,Remove old phone number I want to update the email address linked to my customer account. This issue is blocking my team.,remove old phone number want update email address link account issue block team
746,5252,Plan changed without confirmation,I want to cancel my monthly subscription before the next billing cycle. Please resolve this as soon as possible.,Subscription Issues,Medium,chat,resolved,2026-01-08T17:25:31.803184+00:00,Plan changed without confirmation I want to cancel my monthly subscription before the next billing cycle. Please resolve this as soon as possible.,plan change confirmation want cancel monthly subscription bill cycle resolve soon possible
747,3675,Card was charged twice,The invoice shows a higher amount than expected for my monthly plan. I have already contacted support once.,Payment Issues,High,email,in_progress,2026-05-01T05:49:31.803184+00:00,Card was charged twice The invoice shows a higher amount than expected for my monthly plan. I have already contacted support once.,card charge twice invoice show higher expect monthly plan contact
748,2258,Remove old phone number,I need to invite a new teammate and assign account access permissions.,Account Management,Low,chat,resolved,2026-01-19T20:12:31.803184+00:00,Remove old phone number I need to invite a new teammate and assign account access permissions.,remove old phone number need invite new teammate assign account access permission
749,5932,Cannot login to my account,I can login on mobile but the web dashboard keeps showing an authentication error. This is affecting my work.,Login Problems,Medium,phone,resolved,2026-03-15T18:38:31.803184+00:00,Cannot login to my account I can login on mobile but the web dashboard keeps showing an authentication error. This is affecting my work.,login account login mobile web dashboard keep show authentication error affect work
750,3243,Subscription renewal problem,I want to cancel my monthly subscription before the next billing cycle. This issue is blocking my team.,Subscription Issues,Medium,phone,in_progress,2026-04-29T17:34:31.803184+00:00,Subscription renewal problem I want to cancel my monthly subscription before the next billing cycle. This issue is blocking my team.,subscription renewal problem want cancel monthly subscription bill cycle issue block team
751,4622,Cancel purchase and refund,The service did not work as promised and I would like my money back. This is affecting my work.,Refund Requests,Medium,chat,resolved,2026-04-26T00:50:31.803184+00:00,Cancel purchase and refund The service did not work as promised and I would like my money back. This is affecting my work.,cancel purchase refund service did work promis like money affect work
752,8544,Feature not working after update,The export feature is not working and the downloaded file is empty. This issue is blocking my team.,Technical Support,High,email,open,2026-05-06T03:46:31.803184+00:00,Feature not working after update The export feature is not working and the downloaded file is empty. This issue is blocking my team.,feature work update export feature work download file issue block team
753,8240,Cannot login to my account,The two factor authentication code is not arriving on my phone. Please resolve this as soon as possible.,Login Problems,Medium,phone,open,2026-03-04T13:16:31.803184+00:00,Cannot login to my account The two factor authentication code is not arriving on my phone. Please resolve this as soon as possible.,login account factor authentication code arriv phone resolve soon possible
754,4712,Subscription renewal problem,I want to cancel my monthly subscription before the next billing cycle.,Subscription Issues,Low,phone,open,2025-12-09T13:09:31.803184+00:00,Subscription renewal problem I want to cancel my monthly subscription before the next billing cycle.,subscription renewal problem want cancel monthly subscription bill cycle
755,1308,Password reset link not working,I cannot login even after entering the correct email address and password. I have already contacted support once.,Login Problems,High,web_portal,in_progress,2026-05-07T15:21:31.803184+00:00,Password reset link not working I cannot login even after entering the correct email address and password. I have already contacted support once.,password reset link work login enter correct email address password contact
